ID,Kategori Umum,Kategori Khusus,Penyelenggara,Posisi,Deskripsi,Durasi,Tanggal Pendaftaran,Link,CP,Jenis Kontak,Lokasi,Persyaratan Pendaftaran,Skill yang didapat,,,
26,Kegiatan Umum,Organisasi Luar Kampus,Youth Ranger Jakarta Pusat,Staff,"Youth Ranger Jakarta Pusat (YRI) memberdayakan para pemuda untuk menjadi pemimpin inspiratif dan agen perubahan positif di Jakarta Pusat. Melalui berbagai program menarik dan menantang, YRI membantu para anggotanya mengembangkan skill kepemimpinan, komunikasi, berpikir kritis, kerja sama tim, dan kepedulian sosial. Kegiatan-kegiatan di YRI meliputi pelatihan, workshop, proyek aksi nyata, konferensi, seminar, mentorship, dan networking. Di sini, para pemuda dapat belajar dari para mentor berpengalaman, bertemu dengan individu-individu inspiratif, dan membangun jaringan yang luas.",1 tahun,"10-28 Februari 2024
 1-14 September 2024",https://youthrangerJakarta Pusat.com/,‪62895811074567‬,Whatsapp,Semarang,"- Berusia 15-35 tahun
- Follow akun instagram @youthranger.id
- Mention 8 Teman kamu di Postingan Instagram @youthranger.id
- Share Informasi ini di 3 Group Whatsapp kamu
- Isi form dan lampirkan bukti di tinyurl.com/DaftarRangersYRI2023 (klik link di bio @youthranger.id)
- Kamu Join ke Group WA Rangers YRI
- Setelah itu kamu sudah menjadi Official Rangers YRI","
- Komunikasi
-Leadership
- Kolaborasi
- Kreativitas",,,
27,Kegiatan Umum,Organisasi Luar Kampus,Youth Ranger Jakarta Pusat,Staff,"Youth Ranger Jakarta Pusat (YRI) memberdayakan para pemuda untuk menjadi pemimpin inspiratif dan agen perubahan positif di Jakarta Pusat. Melalui berbagai program menarik dan menantang, YRI membantu para anggotanya mengembangkan skill kepemimpinan, komunikasi, berpikir kritis, kerja sama tim, dan kepedulian sosial. Kegiatan-kegiatan di YRI meliputi pelatihan, workshop, proyek aksi nyata, konferensi, seminar, mentorship, dan networking. Di sini, para pemuda dapat belajar dari para mentor berpengalaman, bertemu dengan individu-individu inspiratif, dan membangun jaringan yang luas.",1 tahun,"10-28 Februari 2024
 1-14 September 2024",https://youthrangerJakarta Pusat.com/,‪62895811074567‬,Whatsapp,Samarinda,"- Berusia 15-35 tahun
- Follow akun instagram @youthranger.id
- Mention 8 Teman kamu di Postingan Instagram @youthranger.id
- Share Informasi ini di 3 Group Whatsapp kamu
- Isi form dan lampirkan bukti di tinyurl.com/DaftarRangersYRI2023 (klik link di bio @youthranger.id)
- Kamu Join ke Group WA Rangers YRI
- Setelah itu kamu sudah menjadi Official Rangers YRI","
- Komunikasi
-Leadership
- Kolaborasi
- Kreativitas",,,
28,Kegiatan Umum,Organisasi Luar Kampus,Youth Ranger Jakarta Pusat,Staff,"Youth Ranger Jakarta Pusat (YRI) memberdayakan para pemuda untuk menjadi pemimpin inspiratif dan agen perubahan positif di Jakarta Pusat. Melalui berbagai program menarik dan menantang, YRI membantu para anggotanya mengembangkan skill kepemimpinan, komunikasi, berpikir kritis, kerja sama tim, dan kepedulian sosial. Kegiatan-kegiatan di YRI meliputi pelatihan, workshop, proyek aksi nyata, konferensi, seminar, mentorship, dan networking. Di sini, para pemuda dapat belajar dari para mentor berpengalaman, bertemu dengan individu-individu inspiratif, dan membangun jaringan yang luas.",1 tahun,"10-28 Februari 2024
 1-14 September 2024",https://youthrangerJakarta Pusat.com/,‪62895811074567‬,Whatsapp,Gorontalo,"- Berusia 15-35 tahun
- Follow akun instagram @youthranger.id
- Mention 8 Teman kamu di Postingan Instagram @youthranger.id
- Share Informasi ini di 3 Group Whatsapp kamu
- Isi form dan lampirkan bukti di tinyurl.com/DaftarRangersYRI2023 (klik link di bio @youthranger.id)
- Kamu Join ke Group WA Rangers YRI
- Setelah itu kamu sudah menjadi Official Rangers YRI","
- Komunikasi
-Leadership
- Kolaborasi
- Kreativitas",,,
29,Kegiatan Umum,Organisasi Luar Kampus,Youth Ranger Jakarta Pusat,Staff,"Youth Ranger Jakarta Pusat (YRI) memberdayakan para pemuda untuk menjadi pemimpin inspiratif dan agen perubahan positif di Jakarta Pusat. Melalui berbagai program menarik dan menantang, YRI membantu para anggotanya mengembangkan skill kepemimpinan, komunikasi, berpikir kritis, kerja sama tim, dan kepedulian sosial. Kegiatan-kegiatan di YRI meliputi pelatihan, workshop, proyek aksi nyata, konferensi, seminar, mentorship, dan networking. Di sini, para pemuda dapat belajar dari para mentor berpengalaman, bertemu dengan individu-individu inspiratif, dan membangun jaringan yang luas.",1 tahun,"10-28 Februari 2024
 1-14 September 2024",https://youthrangerJakarta Pusat.com/,‪62895811074567‬,Whatsapp,Jakarta Barat,"- Berusia 15-35 tahun
- Follow akun instagram @youthranger.id
- Mention 8 Teman kamu di Postingan Instagram @youthranger.id
- Share Informasi ini di 3 Group Whatsapp kamu
- Isi form dan lampirkan bukti di tinyurl.com/DaftarRangersYRI2023 (klik link di bio @youthranger.id)
- Kamu Join ke Group WA Rangers YRI
- Setelah itu kamu sudah menjadi Official Rangers YRI","
- Komunikasi
-Leadership
- Kolaborasi
- Kreativitas",,,
30,Kegiatan Umum,Organisasi Luar Kampus,Youth Ranger Jakarta Pusat,Staff,"Youth Ranger Jakarta Pusat (YRI) memberdayakan para pemuda untuk menjadi pemimpin inspiratif dan agen perubahan positif di Jakarta Pusat. Melalui berbagai program menarik dan menantang, YRI membantu para anggotanya mengembangkan skill kepemimpinan, komunikasi, berpikir kritis, kerja sama tim, dan kepedulian sosial. Kegiatan-kegiatan di YRI meliputi pelatihan, workshop, proyek aksi nyata, konferensi, seminar, mentorship, dan networking. Di sini, para pemuda dapat belajar dari para mentor berpengalaman, bertemu dengan individu-individu inspiratif, dan membangun jaringan yang luas.",1 tahun,"10-28 Februari 2024
 1-14 September 2024",https://youthrangerJakarta Pusat.com/,‪62895811074567‬,Whatsapp,Bandung,"- Berusia 15-35 tahun
- Follow akun instagram @youthranger.id
- Mention 8 Teman kamu di Postingan Instagram @youthranger.id
- Share Informasi ini di 3 Group Whatsapp kamu
- Isi form dan lampirkan bukti di tinyurl.com/DaftarRangersYRI2023 (klik link di bio @youthranger.id)
- Kamu Join ke Group WA Rangers YRI
- Setelah itu kamu sudah menjadi Official Rangers YRI","
- Komunikasi
-Leadership
- Kolaborasi
- Kreativitas",,,
31,Kegiatan Umum,Organisasi Luar Kampus,StudentsCatalyst    ,Staff,"StudentsCatalyst merupakan organisasi inkubasi dan pengembangan diri bagi para pelajar berprestasi yang bercita-cita menjadi pemimpin dan pengusaha muda masa depan. Menawarkan berbagai program menarik dan menantang, StudentsCatalyst membantu para anggotanya mengembangkan berbagai skill penting, seperti kepemimpinan, komunikasi efektif, berpikir kritis, kerjasama tim, dan kewirausahaan.

Kegiatan-kegiatan di StudentsCatalyst meliputi seminar, workshop, proyek dan bisnis, mentorship, networking, dan kompetisi. Di sini, para pelajar dapat belajar dari para mentor berpengalaman, bertemu dengan individu-individu inspiratif, dan membangun jaringan yang luas.",1 tahun,"20 Januari - 12 Februari 2024
20 Juli - 12 Agustus 2024",https://www.instagram.com/studentscatalyst/?hl=en,6281234567863733,Whatsapp,Jakarta Pusat,"- Berusia 17-22 tahun
- Upload CV/ Resume
- Isi bit.ly/YCFStaffRecruitment ","-  Love translating complex challenges 
- Leadership
- Teamwork
- Problem solving skill
- Analytical Thinking Skill
- Time management",,,
32,Kegiatan Umum,Organisasi Luar Kampus,Novo Club,Staff,"Novo Club adalah komunitas mahasiswa yang diinisiasi oleh Paragon Technology and Innovation (Paragon) untuk memfasilitasi mahasiswa di seluruh Jakarta Pusat dalam mengembangkan diri. Novo Club menyediakan ekosistem yang lengkap untuk belajar, berkarya, dan membangun jaringan.

Kegiatan Novo Club:

Novo Learning: Kelas-kelas pembelajaran daring dan luring tentang berbagai topik, seperti persiapan karir, kewirausahaan, kepemimpinan, softskill, dan hardskill.
Novo Talks: Sesi inspiratif dan edukatif dari para pakar dan tokoh inspiratif.
Novo Career Clinic: Konsultasi dan bimbingan karir dengan para profesional.
Novo Community Project: Projek bersama untuk berkontribusi dan memberikan dampak positif bagi masyarakat.
Skill yang dikembangkan di Novo Club:

Softskill: Kemampuan interpersonal, komunikasi, kepemimpinan, teamwork, problem solving, dan kreativitas.
Hardskill: Keahlian teknis dan pengetahuan di berbagai bidang, seperti marketing, finance, design, dan teknologi informasi.
Skill kewirausahaan: Kemampuan untuk memulai dan mengembangkan bisnis.
Skill kepemimpinan: Kemampuan untuk memimpin dan menginspirasi orang lain.
Skill berkontribusi: Kemampuan untuk bekerja sama dan memberikan dampak positif bagi masyarakat.


Manfaat mengikuti Novo Club:

Memperluas pengetahuan dan wawasan.
Mengembangkan skill dan kemampuan.
Membangun jaringan dan relasi.
Memperoleh pengalaman baru.
Berkontribusi dan memberikan dampak positif bagi masyarakat.",1 tahun,31 Januari 2024,https://www.instagram.com/novoclub.id/?hl=en,6281234567863744,Whatsapp,Jakarta Pusat,"- Mahasiswa Aktif Di Seluruh Indonesia
- Upload Twibbon ke Instagram
- Upload Poster Ke Instagram Story
- Share Poster ke 3 Grup
- Follow Instagram @growatparagon
- Follow Instagram @novoclub.id
- Screenshot Bukti Upload dan Share","
- Leadership
- Teamwork
- Problem solving skill
- Analytical Thinking Skill
- Time management",,,
33,Kegiatan Umum,Organisasi Luar Kampus,Puan Bisa,Staff,"Puan Bisa adalah komunitas pemberdayaan perempuan yang didirikan oleh Maudy Ayunda dan Putri Tanjung. Komunitas ini bertujuan untuk membantu perempuan Jakarta Pusat untuk mencapai potensi terbaik mereka melalui berbagai program dan kegiatan.

Kegiatan Puan Bisa:

Webinar dan workshop: Puan Bisa mengadakan webinar dan workshop secara online dan offline tentang berbagai topik, seperti karir, kewirausahaan, kepemimpinan, mental health, dan pengembangan diri.
Mentorship: Puan Bisa menghubungkan perempuan dengan mentor-mentor yang berpengalaman di berbagai bidang untuk membantu mereka dalam mencapai tujuan mereka.
Networking: Puan Bisa menyediakan platform bagi perempuan untuk membangun jaringan dan terhubung dengan perempuan lain yang memiliki minat dan tujuan yang sama.
Community project: Puan Bisa mengadakan proyek-proyek komunitas untuk membantu perempuan di Jakarta Pusat dan memberikan dampak positif bagi masyarakat.
Skill yang dikembangkan di Puan Bisa:

Softskill: Kemampuan interpersonal, komunikasi, kepemimpinan, teamwork, problem solving, dan kreativitas.
Hardskill: Keahlian teknis dan pengetahuan di berbagai bidang, seperti marketing, finance, design, dan teknologi informasi.
Skill kewirausahaan: Kemampuan untuk memulai dan mengembangkan bisnis.
Skill kepemimpinan: Kemampuan untuk memimpin dan menginspirasi orang lain.
Skill berkontribusi: Kemampuan untuk bekerja sama dan memberikan dampak positif bagi masyarakat.
Manfaat mengikuti Puan Bisa:

Memperluas pengetahuan dan wawasan.
Mengembangkan skill dan kemampuan.
Membangun jaringan dan relasi.
Memperoleh pengalaman baru.
Berkontribusi dan memberikan dampak positif bagi masyarakat.",1 tahun,6-15 April 2024,https://www.instagram.com/puanbisa/?hl=en,62895328566570,Whatsapp,Jakarta Pusat,"- Berusia 16 - 23 tahun.
- Terbuka untuk perempuan dan laki-laki.
- Eager to learn, listen, and empower.
- Mau menerima segala perbedaan.
- Berkomitmen dalam keanggotaan.
- Dapat memberi afirmasi positif ke diri sendiri
dan sesama team.
- Senang berkolaborasi.
- Memiliki banyak waktu luang.","- Teamwork
- Problem solving skill
- Analytical Thinking Skill
- Time management",,,
34,Kegiatan Umum,Organisasi Luar Kampus,Internnet.id,Staff,"Internnet Jakarta Pusat adalah sebuah organisasi nirlaba yang berfokus pada pengembangan karir dan pengetahuan bagi mahasiswa di Jakarta Pusat. Organisasi ini menawarkan berbagai program dan kegiatan untuk membantu mahasiswa mencapai potensi penuh mereka dan mempersiapkan diri untuk dunia kerja.

Berikut adalah beberapa contoh program dan kegiatan yang ditawarkan oleh Internnet Jakarta Pusat:

Mentorship: Internnet Jakarta Pusat menghubungkan mahasiswa dengan mentor dari berbagai industri untuk mendapatkan bimbingan dan saran tentang karir mereka.
Pelatihan: Internnet Jakarta Pusat menyediakan pelatihan tentang berbagai topik yang terkait dengan pengembangan diri dan karir, seperti soft skills, public speaking, dan resume writing.
Seminar dan workshop: Internnet Jakarta Pusat mengadakan seminar dan workshop tentang berbagai topik yang terkait dengan industri dan dunia kerja.
Magang: Internnet Jakarta Pusat membantu mahasiswa untuk mendapatkan magang di perusahaan-perusahaan ternama di Jakarta Pusat.
Jaringan: Internnet Jakarta Pusat menyediakan platform bagi mahasiswa untuk berjejaring dengan profesional dan pengusaha.
Keterampilan yang dikembangkan oleh Internnet Jakarta Pusat meliputi:

Keterampilan komunikasi: Internnet Jakarta Pusat membantu mahasiswa untuk mengembangkan keterampilan komunikasi mereka secara lisan dan tertulis.
Keterampilan interpersonal: Internnet Jakarta Pusat membantu mahasiswa untuk mengembangkan keterampilan interpersonal mereka, seperti teamwork, leadership, dan problem-solving.
Keterampilan berpikir kritis: Internnet Jakarta Pusat membantu mahasiswa untuk mengembangkan keterampilan berpikir kritis mereka, sehingga mereka dapat membuat keputusan yang tepat dan menyelesaikan masalah secara efektif.
Keterampilan manajemen waktu: Internnet Jakarta Pusat membantu mahasiswa untuk mengembangkan keterampilan manajemen waktu mereka, sehingga mereka dapat menyelesaikan tugas dan memenuhi deadline dengan tepat waktu.
Keterampilan presentasi: Internnet Jakarta Pusat membantu mahasiswa untuk mengembangkan keterampilan presentasi mereka, sehingga mereka dapat menyampaikan ide dan gagasan mereka dengan jelas dan efektif.
Internnet Jakarta Pusat adalah organisasi yang berharga bagi mahasiswa yang ingin mengembangkan karir mereka dan mempersiapkan diri untuk dunia kerja. Organisasi ini menawarkan berbagai program dan kegiatan yang dapat membantu mahasiswa mencapai potensi penuh mereka dan menjadi profesional yang sukses.",1 tahun,17 - 27 Mei 2024,https://www.instagram.com/internnet.id/?hl=en,6281212696988,Whatsapp,Jakarta Pusat,"- Berusia 17-22 tahun
- Upload CV/ Resume
- Isi bit.ly/YCFStaffRecruitment ","-  Love translating complex challenges 
- Leadership
- Teamwork
- Problem solving skill
- Analytical Thinking Skill
- Time management",,,
35,Kegiatan Umum,Organisasi Luar Kampus,opportunest,Staff,"Opportunest adalah organisasi yang bergerak melakukan kegiatan seperti:

Workshop atau Pelatihan: Ini bisa mencakup berbagai topik, mulai dari pengembangan keterampilan teknis hingga keterampilan lunak seperti komunikasi dan kepemimpinan.
Networking Events: Acara seperti ini dapat membantu peserta membangun jaringan profesional mereka.
Mentorship Programs: Program mentorship dapat memberikan bimbingan dan dukungan kepada peserta dalam mencapai tujuan karir mereka.
Keterampilan yang mungkin dikembangkan melalui kegiatan-kegiatan ini bisa mencakup:

Komunikasi: Kemampuan untuk menyampaikan ide dan informasi secara efektif.
Kepemimpinan: Kemampuan untuk memimpin dan menginspirasi orang lain.
Pemecahan Masalah: Kemampuan untuk mengidentifikasi dan menyelesaikan masalah secara efektif.
Kerja Sama Tim: Kemampuan untuk bekerja secara efektif dalam tim.
Manajemen Waktu: Kemampuan untuk mengatur waktu secara efisien.",1 tahun,28 April 2024 - 5 Mei 2024,https://www.instagram.com/opportunest/?hl=en,6281210109876,Whatsapp,Jakarta Pusat,"- Berusia 17-22 tahun
- Upload CV/ Resume
- Isi bit.ly/LTW","-  Love translating complex challenges 
- Leadership
- Teamwork
- Analytical Thinking Skill
- Time management",,,
36,Kegiatan Umum,Organisasi Luar Kampus,Linktowork,Staff,"Linktowork adalah sebuah organisasi atau program yang berfokus pada pengembangan profesional atau keterampilan, mereka mungkin melakukan kegiatan seperti:

Workshop atau Pelatihan: Ini bisa mencakup berbagai topik, mulai dari pengembangan keterampilan teknis hingga keterampilan lunak seperti komunikasi dan kepemimpinan.
Networking Events: Acara seperti ini dapat membantu peserta membangun jaringan profesional mereka.
Mentorship Programs: Program mentorship dapat memberikan bimbingan dan dukungan kepada peserta dalam mencapai tujuan karir mereka.
Keterampilan yang mungkin dikembangkan melalui kegiatan-kegiatan ini bisa mencakup:

Komunikasi: Kemampuan untuk menyampaikan ide dan informasi secara efektif.
Kepemimpinan: Kemampuan untuk memimpin dan menginspirasi orang lain.
Pemecahan Masalah: Kemampuan untuk mengidentifikasi dan menyelesaikan masalah secara efektif.
Kerja Sama Tim: Kemampuan untuk bekerja secara efektif dalam tim.
Manajemen Waktu: Kemampuan untuk mengatur waktu secara efisien.",1 tahun,5 - 17 April  2024,https://www.instagram.com/linktowork/?hl=en ,6285714373403,Whatsapp,Jakarta Pusat,"- Berusia 17-22 tahun
- Upload CV/ Resume
- Isi bit.ly/YCFStaffRecruitment ","-  Love translating complex challenges 
- Leadership
- Teamwork
- Problem solving skill
- Analytical Thinking Skill
- Time management",,,
37,Kegiatan Umum,Organisasi Luar Kampus,Careercompas,Staff,"“Career Compass” adalah sebuah organisasi atau program yang berfokus pada pengembangan profesional atau keterampilan, mereka mungkin melakukan kegiatan seperti:

Workshop atau Pelatihan: Ini bisa mencakup berbagai topik, mulai dari pengembangan keterampilan teknis hingga keterampilan lunak seperti komunikasi dan kepemimpinan1.
Networking Events: Acara seperti ini dapat membantu peserta membangun jaringan profesional mereka1.
Mentorship Programs: Program mentorship dapat memberikan bimbingan dan dukungan kepada peserta dalam mencapai tujuan karir mereka1.
Keterampilan yang mungkin dikembangkan melalui kegiatan-kegiatan ini bisa mencakup:

Komunikasi: Kemampuan untuk menyampaikan ide dan informasi secara efektif1.
Kepemimpinan: Kemampuan untuk memimpin dan menginspirasi orang lain1.
Pemecahan Masalah: Kemampuan untuk mengidentifikasi dan menyelesaikan masalah secara efektif1.
Kerja Sama Tim: Kemampuan untuk bekerja secara efektif dalam tim1.
Manajemen Waktu: Kemampuan untuk mengatur waktu secara efisien",1 tahun,5 -18 April 2024,https://www.instagram.com/careercompass_id/?hl=en,6285714373433,Whatsapp,Jakarta Pusat,"- Berusia 17-22 tahun
- Upload CV/ Resume
- Isi bit.ly/CC","-  Love translating complex challenges 
- Leadership
- Teamwork
- Analytical Thinking Skill
- Time management",,,
